액터번호,이미지캡션(국문),이미지캡션(영문)
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 바로 선 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a knit, and a pair of jeans on front view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 바로 선 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a knit, and a pair of jeans on left front view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 바로 선 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a knit, and a pair of jeans on right back view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 바로 선 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a knit, and a pair of jeans on back view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 바로 선 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a knit, and a pair of jeans on left back view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 바로 선 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a knit, and a pair of jeans on right front view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of jeans on front view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of jeans on left front view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of jeans on right back view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of jeans on back view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of jeans on left back view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of jeans on right front view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 주먹 맞댄 선 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a knit, and a pair of jeans on front view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 주먹 맞댄 선 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a knit, and a pair of jeans on left front view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 주먹 맞댄 선 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a knit, and a pair of jeans on right back view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 주먹 맞댄 선 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a knit, and a pair of jeans on back view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 주먹 맞댄 선 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a knit, and a pair of jeans on left back view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 주먹 맞댄 선 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a knit, and a pair of jeans on right front view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 팔 굽힌 선 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a knit, and a pair of jeans on front view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 팔 굽힌 선 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a knit, and a pair of jeans on left front view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 팔 굽힌 선 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a knit, and a pair of jeans on right back view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 팔 굽힌 선 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a knit, and a pair of jeans on back view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 팔 굽힌 선 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a knit, and a pair of jeans on left back view."
0262,흰색 배경에서 10대 여자가 니트와 청바지를 입고 팔 굽힌 선 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a knit, and a pair of jeans on right front view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 바로 선 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a knit, and a pair of jeans on front view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 바로 선 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a knit, and a pair of jeans on left front view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 바로 선 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a knit, and a pair of jeans on right back view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 바로 선 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a knit, and a pair of jeans on back view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 바로 선 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a knit, and a pair of jeans on left back view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 바로 선 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a knit, and a pair of jeans on right front view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of jeans on front view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of jeans on left front view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of jeans on right back view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of jeans on back view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of jeans on left back view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of jeans on right front view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 주먹 맞댄 선 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a knit, and a pair of jeans on front view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 주먹 맞댄 선 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a knit, and a pair of jeans on left front view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 주먹 맞댄 선 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a knit, and a pair of jeans on right back view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 주먹 맞댄 선 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a knit, and a pair of jeans on back view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 주먹 맞댄 선 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a knit, and a pair of jeans on left back view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 주먹 맞댄 선 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a knit, and a pair of jeans on right front view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 팔 굽힌 선 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a knit, and a pair of jeans on front view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 팔 굽힌 선 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a knit, and a pair of jeans on left front view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 팔 굽힌 선 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a knit, and a pair of jeans on right back view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 팔 굽힌 선 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a knit, and a pair of jeans on back view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 팔 굽힌 선 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a knit, and a pair of jeans on left back view."
0263,흰색 배경에서 10대 여자가 니트와 청바지를 입고 팔 굽힌 선 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a knit, and a pair of jeans on right front view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 바로 선 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a knit, and a pair of jeans on front view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 바로 선 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a knit, and a pair of jeans on left front view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 바로 선 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a knit, and a pair of jeans on right back view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 바로 선 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a knit, and a pair of jeans on back view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 바로 선 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a knit, and a pair of jeans on left back view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 바로 선 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a knit, and a pair of jeans on right front view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of jeans on front view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of jeans on left front view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of jeans on right back view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of jeans on back view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of jeans on left back view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of jeans on right front view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 주먹 맞댄 선 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a knit, and a pair of jeans on front view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 주먹 맞댄 선 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a knit, and a pair of jeans on left front view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 주먹 맞댄 선 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a knit, and a pair of jeans on right back view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 주먹 맞댄 선 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a knit, and a pair of jeans on back view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 주먹 맞댄 선 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a knit, and a pair of jeans on left back view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 주먹 맞댄 선 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a knit, and a pair of jeans on right front view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 팔 굽힌 선 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a knit, and a pair of jeans on front view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 팔 굽힌 선 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a knit, and a pair of jeans on left front view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 팔 굽힌 선 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a knit, and a pair of jeans on right back view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 팔 굽힌 선 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a knit, and a pair of jeans on back view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 팔 굽힌 선 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a knit, and a pair of jeans on left back view."
0264,흰색 배경에서 10대 여자가 니트와 청바지를 입고 팔 굽힌 선 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a knit, and a pair of jeans on right front view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 바로 선 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a short-sleeve-shirt, and a pair of skirt on front view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 바로 선 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a short-sleeve-shirt, and a pair of skirt on left front view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 바로 선 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a short-sleeve-shirt, and a pair of skirt on right back view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 바로 선 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a short-sleeve-shirt, and a pair of skirt on back view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 바로 선 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a short-sleeve-shirt, and a pair of skirt on left back view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 바로 선 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a short-sleeve-shirt, and a pair of skirt on right front view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a short-sleeve-shirt, and a pair of skirt on front view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a short-sleeve-shirt, and a pair of skirt on left front view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a short-sleeve-shirt, and a pair of skirt on right back view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a short-sleeve-shirt, and a pair of skirt on back view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a short-sleeve-shirt, and a pair of skirt on left back view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a short-sleeve-shirt, and a pair of skirt on right front view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 주먹 맞댄 선 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a short-sleeve-shirt, and a pair of skirt on front view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 주먹 맞댄 선 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a short-sleeve-shirt, and a pair of skirt on left front view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 주먹 맞댄 선 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a short-sleeve-shirt, and a pair of skirt on right back view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 주먹 맞댄 선 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a short-sleeve-shirt, and a pair of skirt on back view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 주먹 맞댄 선 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a short-sleeve-shirt, and a pair of skirt on left back view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 주먹 맞댄 선 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a short-sleeve-shirt, and a pair of skirt on right front view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 팔 굽힌 선 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a short-sleeve-shirt, and a pair of skirt on front view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 팔 굽힌 선 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a short-sleeve-shirt, and a pair of skirt on left front view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 팔 굽힌 선 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a short-sleeve-shirt, and a pair of skirt on right back view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 팔 굽힌 선 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a short-sleeve-shirt, and a pair of skirt on back view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 팔 굽힌 선 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a short-sleeve-shirt, and a pair of skirt on left back view."
0267,흰색 배경에서 10대 여자가 반팔티와 치마를 입고 팔 굽힌 선 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a short-sleeve-shirt, and a pair of skirt on right front view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 바로 선 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a collar-tshirt, and a pair of skirt on front view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 바로 선 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a collar-tshirt, and a pair of skirt on left front view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 바로 선 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a collar-tshirt, and a pair of skirt on right back view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 바로 선 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a collar-tshirt, and a pair of skirt on back view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 바로 선 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a collar-tshirt, and a pair of skirt on left back view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 바로 선 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a collar-tshirt, and a pair of skirt on right front view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a collar-tshirt, and a pair of skirt on front view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a collar-tshirt, and a pair of skirt on left front view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a collar-tshirt, and a pair of skirt on right back view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a collar-tshirt, and a pair of skirt on back view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a collar-tshirt, and a pair of skirt on left back view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a collar-tshirt, and a pair of skirt on right front view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 주먹 맞댄 선 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a collar-tshirt, and a pair of skirt on front view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 주먹 맞댄 선 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a collar-tshirt, and a pair of skirt on left front view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 주먹 맞댄 선 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a collar-tshirt, and a pair of skirt on right back view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 주먹 맞댄 선 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a collar-tshirt, and a pair of skirt on back view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 주먹 맞댄 선 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a collar-tshirt, and a pair of skirt on left back view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 주먹 맞댄 선 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; facing both fists together, wearing a collar-tshirt, and a pair of skirt on right front view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 팔 굽힌 선 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a collar-tshirt, and a pair of skirt on front view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 팔 굽힌 선 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a collar-tshirt, and a pair of skirt on left front view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 팔 굽힌 선 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a collar-tshirt, and a pair of skirt on right back view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 팔 굽힌 선 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a collar-tshirt, and a pair of skirt on back view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 팔 굽힌 선 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a collar-tshirt, and a pair of skirt on left back view."
0268,흰색 배경에서 10대 여자가 반팔카라티와 치마를 입고 팔 굽힌 선 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; folding right arm, wearing a collar-tshirt, and a pair of skirt on right front view."
0269,흰색 배경에서 10대 여자가 반팔카라티와 면반바지를 입고 바로 선 자세를 취하고 있는 정면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a collar-tshirt, and a pair of cotton-shorts on front view."
0269,흰색 배경에서 10대 여자가 반팔카라티와 면반바지를 입고 바로 선 자세를 취하고 있는 좌측 정면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a collar-tshirt, and a pair of cotton-shorts on left front view."
0269,흰색 배경에서 10대 여자가 반팔카라티와 면반바지를 입고 바로 선 자세를 취하고 있는 우측 후면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a collar-tshirt, and a pair of cotton-shorts on right back view."
0269,흰색 배경에서 10대 여자가 반팔카라티와 면반바지를 입고 바로 선 자세를 취하고 있는 후면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a collar-tshirt, and a pair of cotton-shorts on back view."
0269,흰색 배경에서 10대 여자가 반팔카라티와 면반바지를 입고 바로 선 자세를 취하고 있는 좌측 후면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a collar-tshirt, and a pair of cotton-shorts on left back view."
0269,흰색 배경에서 10대 여자가 반팔카라티와 면반바지를 입고 바로 선 자세를 취하고 있는 우측 정면 모습.,"An teenager women is taking position on white backround; Standing straight, wearing a collar-tshirt, and a pair of cotton-shorts on right front view."
